,Código do componente,Nome do componente,Link do componente,Docente,Horário,Local da aula,Carga horária,Tamanho da turma
143,DAP0149,DIREÇÃO DE ATORES,,DENISE MORAES CAVALCANTE,Quarta-feira 08:00 às 11:50  ," FAC - ICC Norte, Bloco A, Térreo - Estúdio B",60h,30
144,DAP0154,DOCUMENTÁRIO 1,,RAQUEL PACHECO MELLO CUNHA,Terça-feira 10:00 às 11:50  ," FAC - ICC Norte, Bloco A, Térreo - Sala 02",30h,30
145,DAP0158,PRODUÇÃO PUBLICITÁRIA AUDIOVISUAL,,MAURICIO GOMES DA SILVA FONTELES,Segunda-feira 08:00 às 11:50  ," FAC -ICC Norte, Bloco A,Mezanio - Lab.Publicidade",60h,30
146,DAP0164,TÓPICOS ESPECIAIS EM COMUNICAÇÃO 7,,PRISCILA MONTEIRO BORGES,Sexta-feira 16:00 às 17:50  , presencial,30h,25
147,DAP0170,LEGISLAÇÃO E REGULAMENTAÇÃO DE PUBLICIDADE E PROPAGANDA,,LUCIANE FASSARELLA AGNEZ,Terça-feira 14:00 às 17:50  ," FAC - ICC Norte, Bloco A, Térreo - Sala 08",60h,35
148,DAP0171,"LEGISLAÇÃO, DESENVOLVIMENTO E PRODUÇÃO DE PROJETOS",,ARMANDO BULCAO,Terça-feira 10:00 às 11:50  ," FAC -ICC Norte,Bloco A,Mezanio - Lab.Multimídia II",30h,26
149,DAP0172,MÍDIA E GERENCIAMENTO DE CONTAS,,EDMUNDO BRANDAO DANTAS,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , Local à definir.,60h,35
150,DAP0174,SOM 2,,MAURICIO GOMES DA SILVA FONTELES,Sexta-feira 08:00 às 09:50  ," FAC - ICC Norte, Bloco A, Térreo - Sala 11",30h,30
151,DAP0175,DIREÇÃO EM AUDIOVISUAL 2,,MAURO GIUNTINI VIANA,Quarta-feira 08:00 às 11:50  ," FAC - ICC Norte, Bloco A, Térreo - Sala 02",60h,30
152,DAP0176,EDIÇÃO E MONTAGEM 2,,MAURICIO GOMES DA SILVA FONTELES,Terça-feira 08:00 às 11:50  ," FAC - ICC Norte, Bloco A, Térreo - Sala 11",60h,30
153,COM0001,TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 4,,ELEN CRISTINA GERALDES,Terça-feira 16:55 às 18:55Quinta-feira 16:55 às 18:55  , FAC,60h,30
154,COM0006,EXTENSÃO EM COMUNICAÇÃO 1,,DIONE OLIVEIRA MOURA,Quinta-feira 14:00 às 17:50Sábado 14:00 às 15:50  ," FAC- ICC Norte, Bloco A, Térreo - Sala 3",90h,15
155,COM0009,TÓPICOS ESPECIAIS EM COMUNICAÇÃO ORGANIZACIONAL 5,,KELLY TATIANE MARTINS QUIRINO,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 4",60h,30
156,COM0127,"ÉTICA, LEGISLAÇÃO E RESPONSABILIDADE SOCIAL",,FABIOLA ORLANDO CALAZANS MACHADO,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 13",60h,40
157,COM0128,INTRODUÇÃO AO MARKETING,,DELCIA MARIA DE MATTOS VIDAL,Quinta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 12",60h,40
158,COM0129,LINGUAGENS DA COMUNICAÇÃO 1,,LUIZA SPINOLA AMARAL,Sexta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 13",60h,40
159,COM0130,INTRODUÇÃO AS TEORIAS DA COMUNICAÇÃO,,TIAGO QUIROGA FAUSTO NETO,Segunda-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 13",60h,40
160,COM0131,INTRODUÇÃO AO PLANEJAMENTO,,ELEN CRISTINA GERALDES,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 13",60h,40
161,COM0132,LINGUAGENS DA COMUNICAÇÃO 2,,GABRIELA PEREIRA DE FREITAS,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Estúdio B",30h,40
162,COM0132,LINGUAGENS DA COMUNICAÇÃO 2,,DELCIA MARIA DE MATTOS VIDAL,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Estúdio B",30h,40
163,COM0133,METODOLOGIA DE PESQUISA EM COMUNICAÇÃO,,TIAGO QUIROGA FAUSTO NETO,Sexta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 4",60h,40
164,COM0134,PLANEJAMENTO EM COMUNICAÇÃO,,LUIZA SPINOLA AMARAL,Quinta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 7",60h,40
165,COM0135,PRODUÇÃO E EDIÇÃO DE IMAGEM E SOM,,CARLOS HENRIQUE NOVIS,Segunda-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Estúdio B",60h,40
166,COM0136,TEORIAS DA COMUNICAÇÃO ORGANIZACIONAL,,JOAO JOSE AZEVEDO CURVELLO,Terça-feira 19:00 às 22:30  , FAC,60h,40
167,COM0137,TÉCNICAS DE JORNALISMO IMPRESSO E ON LINE,,FELIPE DA SILVA POLYDORO,Quinta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 13",60h,40
168,COM0138,"PLANEJAMENTO GRÁFICO, VISUAL E WEB",,GABRIELA PEREIRA DE FREITAS,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 12",20h,40
169,COM0138,"PLANEJAMENTO GRÁFICO, VISUAL E WEB",,ASDRUBAL BORGES FORMIGA SOBRINHO,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 12",40h,40
170,COM0139,GESTÃO EM COMUNICAÇÃO,,JOAO JOSE AZEVEDO CURVELLO,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A,",60h,40
171,COM0140,"POLÍTICAS DE COMUNICAÇÃO, SOCIEDADE E CIDADANIA",,ELEN CRISTINA GERALDES,Segunda-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 7",60h,40
172,COM0141,TÉCNICAS DE JORNALISMO EM RÁDIO E TV,,GISELE PIMENTA DE OLIVEIRA,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Lab. Jornalismo",60h,40
173,COM0142,INSTRUMENTO DA COMUNICAÇÃO ORGANIZACIONAL,,LUIZA SPINOLA AMARAL,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 2",60h,40
174,COM0143,PLANEJAMENTO E GESTÃO EM MARKETING,,LUIZA SPINOLA AMARAL,Segunda-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 7",30h,40
175,COM0143,PLANEJAMENTO E GESTÃO EM MARKETING,,KATIA MARIA BELISARIO,Segunda-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 7",30h,40
176,COM0144,CRIAÇÃO EM COMUNICAÇÃO E PUBLICIDADE,,TATIANA LIONCO,Quinta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 7",60h,40
177,COM0145,"ROTEIRO, PRODUÇÃO E DIREÇÃO PARA WEB, VÍDEO E CINEMA",,FABIOLA ORLANDO CALAZANS MACHADO,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 2",60h,40
178,COM0146,PESQUISA EM OPINIÃO E MERCADO,,SIVALDO PEREIRA DA SILVA,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 1",60h,40
179,COM0147,"PLANEJAMENTO E GESTÃO EM ORG PÚBLICAS, PRIVADAS E DO TERCEIRO SETOR",,GISELE PIMENTA DE OLIVEIRA,Segunda-feira 19:00 às 22:30Sexta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 12",60h,40
180,COM0148,FORMATAÇÃO E GERENCIAMENTO DE PROJETOS EM COMUNICAÇÃO,,LUIZA SPINOLA AMARAL,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 5",30h,40
181,COM0148,FORMATAÇÃO E GERENCIAMENTO DE PROJETOS EM COMUNICAÇÃO,,DELCIA MARIA DE MATTOS VIDAL,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 5",30h,40
182,COM0149,PLANEJAMENTO E GESTÃO EM WEB,,FELIPE DA SILVA POLYDORO,Segunda-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 5",60h,40
183,COM0150,GESTÃO ESTRATÉGICA PARA A SOCIEDADE,,FERNANDA CASAGRANDE MARTINELLI LIMA GRANJA XAVIER DA SILVA,Quarta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Mezanino - Sala 12",60h,40
184,COM0151,AVALIAÇÃO EM PROJETOS DE COMUNICAÇÃO,,GISELE PIMENTA DE OLIVEIRA,Quinta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 2",60h,40
185,COM0152,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO,,TATIANA LIONCO,Quarta-feira 19:00 às 22:30Quinta-feira 19:00 às 22:30Sexta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 5",60h,40
186,COM0152,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO,,FERNANDA CASAGRANDE MARTINELLI LIMA GRANJA XAVIER DA SILVA,Quarta-feira 19:00 às 22:30Quinta-feira 19:00 às 22:30Sexta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 5",60h,40
187,COM0152,ASSESSORIA E CONSULTORIA EM COMUNICAÇÃO,,FABIOLA ORLANDO CALAZANS MACHADO,Quarta-feira 19:00 às 22:30Quinta-feira 19:00 às 22:30Sexta-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 5",60h,40
188,COM0153,PRÉ-PROJETO DE TCC,,ELEN CRISTINA GERALDES,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 1",30h,20
189,COM0153,PRÉ-PROJETO DE TCC,,KATIA MARIA BELISARIO,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 1",30h,20
190,COM0153,PRÉ-PROJETO DE TCC,,SIVALDO PEREIRA DA SILVA,Terça-feira 19:00 às 22:30  ," FAC- ICC Norte, Bloco A, Térreo - Sala 1",60h,20
191,DIN0002,DESIGN DE JOGOS,,TIAGO BARROS PONTES E SILVA,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , A DEFINIR,60h,40
192,DIN0003,FUNDAMENTOS DA LÍNGUAGEM APLICADOS AO DESIGN,,FATIMA APARECIDA DOS SANTOS,Quarta-feira 14:00 às 17:50  , Sala 40 - Módulo 15,60h,30
193,DIN0004,FOTOGRAFIA,,ANDRE CAMARGO THOME MAYA MONTEIRO,Quinta-feira 14:00 às 17:50  , DINFO - Módulo 18,60h,25
194,DIN0006,TÓPICOS ESPECIAIS EM DESIGN,,GABRIEL LYRA CHAVES,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , Sala 30 - Módulo 15,60h,30
195,DIN0006,TÓPICOS ESPECIAIS EM DESIGN,,DANIEL FERNANDES BATISTA DE OLIVEIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , Sala 30 - Módulo 15,60h,30
196,DIN0008,PROCESSOS ARTESANAIS DE REPRODUÇÃO GRÁFICA,,ANDRE CAMARGO THOME MAYA MONTEIRO,Quinta-feira 08:00 às 11:50  , Serigrafia - Módulo 15,60h,10
197,DIN0011,EXPRESSAO,,GEORGIA MARIA DE CASTRO SANTOS,Segunda-feira 08:00 às 11:50  , Sala 40 - Módulo 15,60h,30
198,DIN0012,ANALISE GRAFICA 1,,ANA MANSUR DE OLIVEIRA,Terça-feira 08:00 às 11:50  , DINFO - Módulo 18,60h,25
199,DIN0013,ANALISE GRAFICA 2,,ANA MANSUR DE OLIVEIRA,Quarta-feira 14:00 às 17:50  , DINFO - Módulo 18,60h,20
200,DIN0020,HISTORIA DA ARTE E DA TECNOLOGIA,,MARISA COBBE MAASS,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , Sala 30 - Módulo 15,60h,25
201,DIN0023,METODOLOGIA DO PROJETO,,TIAGO BARROS PONTES E SILVA,Quarta-feira 08:00 às 11:50  , Sala 40 - Módulo 15,60h,25
202,DIN0034,ESTUDO DA FORMA,,NAYARA MORENO DE SIQUEIRA,Sexta-feira 08:00 às 11:50  ," CSS-384/34 (Mód. 15, Mesa 40)",60h,25
203,DIN0037,DESENHO APLICADO 1,,GABRIEL LYRA CHAVES,Terça-feira 12:55 às 15:50Quinta-feira 12:55 às 15:50  ," CSS-384/34 (Mód. 15, Mesa 40)",90h,40
204,DIN0039,PROJETO DE PRODUTO 1,,ANA CLAUDIA MAYNARDES,Segunda-feira 12:55 às 18:55  , Sala 40 - Módulo 15,90h,20
205,DIN0040,PROGRAMACAO VISUAL 1,,ANA MANSUR DE OLIVEIRA,Segunda-feira 12:55 às 18:55  , Sala 40 - Módulo 15,90h,20
206,DIN0041,PROGRAMACAO VISUAL 2,,GEORGIA MARIA DE CASTRO SANTOS,Quarta-feira 08:00 às 13:50  , DINFO - Módulo 18,90h,20
207,DIN0042,PROGRAMACAO VISUAL 3,,ROGERIO JOSE CAMARA,Quinta-feira 08:00 às 13:50  , MAPA - Módulo 15,90h,20
208,DIN0043,PROJETO DE PRODUTO 2,,MIGUEL EDUARDO GUTIERREZ PAREDES,Quinta-feira 12:55 às 18:55  , PROTIP - Módulo 18,90h,20
209,DIN0044,PROJETO DE PRODUTO 3,,NAYARA MORENO DE SIQUEIRA,Terça-feira 08:00 às 13:50  , INTERFACE - Módulo 18,90h,20
210,DIN0045,DESENHO APLICADO 2,,MIGUEL EDUARDO GUTIERREZ PAREDES,Segunda-feira 10:00 às 12:55Quinta-feira 10:00 às 12:55  , PROTIP - Módulo 18,90h,25
211,DIN0046,OFICINA DE MODELOS E MAQUETE,,ANA CLAUDIA MAYNARDES,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , Sala 40 - Módulo 15,60h,32
212,DIN0047,FOTOGRAFIA E VIDEO,,ANDRE CAMARGO THOME MAYA MONTEIRO,Segunda-feira 14:00 às 17:50  , Sala 30 - Módulo 15,60h,26
213,DIN0049,INTRODUCAO AO DESIGN,,ROGERIO JOSE CAMARA,Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , Sala 30 - Módulo 15,60h,30
214,DIN0050,MATERIAIS E PROCESSOS GRAFICOS,,ANDRE CAMARGO THOME MAYA MONTEIRO,Sexta-feira 12:55 às 18:55  , Sala 40 - Módulo 15,90h,28
215,DIN0051,PROJETO DE PRODUTO 4,,SYMONE RODRIGUES JARDIM,Quinta-feira 08:00 às 13:50  , DINFO - Módulo 18,90h,20
216,DIN0052,PROGRAMACAO VISUAL 4,,DANIELA FAVARO GARROSSINI,Quinta-feira 08:00 às 13:50  , DINFO - Módulo 18,90h,20
217,DIN0052,PROGRAMACAO VISUAL 4,,VIRGINIA TIRADENTES SOUTO,Quinta-feira 08:00 às 13:50  , DINFO - Módulo 18,90h,20
218,DIN0059,ESTUDOS DIRIGIDOS EM DESIGN 1,,ANDREA SAMPAIO TIBERY,Terça-feira 14:00 às 15:50  ," Multiuso I, LabJóia",30h,12
219,DIN0061,ESTUDOS DIRIGIDOS EM DESIGN 2,,DANIELA PEREIRA BARBOSA,Quinta-feira 08:00 às 09:50  , Sala 30 - Módulo 15,30h,20
220,DIN0063,ESTUDOS DIRIGIDOS EM DESIGN 3,,ANA CECILIA LAURINDO SCHETTINO,Sexta-feira 10:00 às 11:50  , Sala 30 - Módulo 15,30h,25
221,DIN0063,ESTUDOS DIRIGIDOS EM DESIGN 3,,ROGERIO JOSE CAMARA,Sexta-feira 10:00 às 11:50  , Sala 30 - Módulo 15,30h,25
222,DIN0065,ESTUDOS DIRIGIDOS EM DESIGN 4,,DANIEL FERNANDES BATISTA DE OLIVEIRA,Sexta-feira 08:00 às 09:50  , A DEFINIR,30h,20
223,DIN0065,ESTUDOS DIRIGIDOS EM DESIGN 4,,TIAGO BARROS PONTES E SILVA,Sexta-feira 08:00 às 09:50  , A DEFINIR,30h,20
224,DIN0065,ESTUDOS DIRIGIDOS EM DESIGN 4,,GABRIEL LYRA CHAVES,Sexta-feira 08:00 às 09:50  , A DEFINIR,30h,20
225,DIN0112,TÓPICOS ESPECIAIS EM DESIGN 4,,VIRGINIA TIRADENTES SOUTO,Terça-feira 12:55 às 16:55  , Sala 30 - Módulo 15,60h,5
226,DIN0112,TÓPICOS ESPECIAIS EM DESIGN 4,,DANIELA FAVARO GARROSSINI,Terça-feira 08:00 às 11:50  , Sala 30 - Módulo 15,60h,5
227,ENM0002,INTRODUÇÃO À EXPLORAÇÃO DE PETRÓLEO EM ALTO MAR,,EUGENIO LIBORIO FEITOSA FORTALEZA,Sexta-feira 08:00 às 09:50  , a definir,30h,30
228,ENM0003,FUNDAMENTOS DE ENGENHARIA DE RESERVATÓRIO,,EUGENIO LIBORIO FEITOSA FORTALEZA,Sexta-feira 10:00 às 11:50  , a definir,30h,30
229,ENM0027,TECNOLOGIAS DE COMANDO NUMERICO,,ALBERTO JOSE ALVARES,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , DT 25-15,60h,30
230,ENM0066,TÓPICOS ESPECIAIS EM ENGENHARIA MECATRÔNICA,,JONES YUDI MORI ALVES DA SILVA,Sexta-feira 08:00 às 11:50  , ULEG FT SALA 05,60h,20
231,ENM0068,TERMODINAMICA 1,,ARMANDO DE AZEVEDO CALDEIRA PIRES,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , DT 11-15,60h,40
232,ENM0068,TERMODINAMICA 1,,MARIO BENJAMIM BAPTISTA DE SIQUEIRA,Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , DT 52-15,60h,45
233,ENM0068,TERMODINAMICA 1,,JULIANA PETROCCHI RODRIGUES,Segunda-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , FGA - SALA S6 / SALA I2,60h,60
234,ENM0069,TERMODINAMICA 2,,SIMONE MONTEIRO E SILVA,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , GT 11-20,60h,30
235,ENM0070,MAQUINAS TERMICAS,,CARLOS ALBERTO GURGEL VERAS,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50Sexta-feira 16:00 às 16:55  , DT 16-15,15h,25
236,ENM0070,MAQUINAS TERMICAS,,CARLOS ALBERTO GURGEL VERAS,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50Sexta-feira 16:55 às 17:50  , DT 16-15,75h,20
237,ENM0071,TRANSFERENCIA DE CALOR,,TAYGOARA FELAMINGO DE OLIVEIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , DT 11-15,60h,80
238,ENM0071,TRANSFERENCIA DE CALOR,,EDGAR AMARAL SILVEIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , DT 11-15,30h,80
239,ENM0071,TRANSFERENCIA DE CALOR,,ANTONIO CESAR PINHO BRASIL JUNIOR,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , DT 11-15,60h,45
240,ENM0071,TRANSFERENCIA DE CALOR,,EDGAR AMARAL SILVEIRA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , DT 11-15,30h,45
241,ENM0071,TRANSFERENCIA DE CALOR,,FABIO ALFAIA DA CUNHA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , FGA - SALA I7/ SALA I8,90h,40
242,ENM0072,INSTALACOES TERMOMECANICAS 1,,JOAO MANOEL DIAS PIMENTA,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , DT 52-15,60h,45
243,ENM0073,INSTALACOES TERMOMECANICAS 2,,JOAO MANOEL DIAS PIMENTA,Quarta-feira 16:00 às 17:50Sexta-feira 16:00 às 17:50  , DT 52-15,60h,45
244,ENM0076,TOPICOS ESPECIAIS EM SISTEMAS TERMICOS,,SIMONE MONTEIRO E SILVA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50  , GT 11-20,60h,30
245,ENM0080,FENOMENOS DE TRANSPORTE,,BRAULIO GUTIERREZ PIMENTA,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 16:55  , BT 43-15,75h,45
246,ENM0080,FENOMENOS DE TRANSPORTE,,FELIPE CHAGAS STORTI,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50Sexta-feira 14:00 às 14:55  , FGA - SALA S3 / LAB TERM,60h,30
247,ENM0080,FENOMENOS DE TRANSPORTE,,JHON NERO VAZ GOULART,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50Sexta-feira 14:00 às 14:55  , FGA - SALA S3 / LAB TERM,15h,30
248,ENM0080,FENOMENOS DE TRANSPORTE,,JHON NERO VAZ GOULART,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50Sexta-feira 14:55 às 15:50  , FGA - SALA S3 / LAB TERM,15h,30
249,ENM0080,FENOMENOS DE TRANSPORTE,,FELIPE CHAGAS STORTI,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50Sexta-feira 14:55 às 15:50  , FGA - SALA S3 / LAB TERM,60h,30
250,ENM0080,FENOMENOS DE TRANSPORTE,,JHON NERO VAZ GOULART,Segunda-feira 10:00 às 10:55Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA S3 / LAB TERM,15h,30
251,ENM0080,FENOMENOS DE TRANSPORTE,,FELIPE CHAGAS STORTI,Segunda-feira 10:00 às 10:55Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA S3 / LAB TERM,60h,30
252,ENM0080,FENOMENOS DE TRANSPORTE,,FELIPE CHAGAS STORTI,Segunda-feira 10:55 às 11:50Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA S3 / LAB TERM,60h,30
253,ENM0080,FENOMENOS DE TRANSPORTE,,JHON NERO VAZ GOULART,Segunda-feira 10:55 às 11:50Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , FGA - SALA S3 / LAB TERM,15h,30
254,ENM0082,MECANICA DOS FLUIDOS 2,,FRANCISCO RICARDO DA CUNHA,Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 10:55  , SG9 - VORTEX 1,75h,20
255,ENM0082,MECANICA DOS FLUIDOS 2,,ANDRE VON BORRIES LOPES,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50Sexta-feira 10:55 às 11:50  , SG9 - VORTEX 1,75h,20
256,ENM0083,SISTEMAS FLUIDO-MECANICOS 1,,ROBERTO FRANCISCO BOBENRIETH MISERDA,Quarta-feira 10:00 às 11:50Sexta-feira 10:00 às 11:50  , SG9 - A1 49-18,60h,50
257,ENM0084,SISTEMAS HIDRAULICOS E PNEUMATICOS,,AIDA ALVES FADEL,Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50  , DT 11-15,30h,13
258,ENM0084,SISTEMAS HIDRAULICOS E PNEUMATICOS,,AIDA ALVES FADEL,Terça-feira 10:00 às 11:50Quinta-feira 14:00 às 15:50  , DT 11-15,60h,13
259,ENM0084,SISTEMAS HIDRAULICOS E PNEUMATICOS,,AIDA ALVES FADEL,Terça-feira 10:00 às 11:50Terça-feira 14:00 às 15:50  , DT 11-15,30h,13
260,ENM0090,MATERIAIS DE CONSTRUCAO MECANICA 1,,COSME ROBERTO MOREIRA DA SILVA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 10:00 às 11:50  , DT 16-15,30h,15
261,ENM0090,MATERIAIS DE CONSTRUCAO MECANICA 1,,COSME ROBERTO MOREIRA DA SILVA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 16:00 às 17:50  , DT 16-15,30h,15
262,ENM0090,MATERIAIS DE CONSTRUCAO MECANICA 1,,COSME ROBERTO MOREIRA DA SILVA,Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50  , DT 16-15,60h,15
263,ENM0091,MATERIAIS DE CONSTRUCAO MECANICA 2,,ALYSSON MARTINS ALMEIDA SILVA,Terça-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50  , DT 25-15,60h,15
264,ENM0091,MATERIAIS DE CONSTRUCAO MECANICA 2,,ALYSSON MARTINS ALMEIDA SILVA,Terça-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , DT 25-15,30h,15
265,ENM0091,MATERIAIS DE CONSTRUCAO MECANICA 2,,ALYSSON MARTINS ALMEIDA SILVA,Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50  , DT 25-15,30h,15
266,ENM0093,TECNOLOGIA MECANICA 2,,GUILHERME CARIBE DE CARVALHO,Segunda-feira 10:00 às 11:50Quarta-feira 16:00 às 17:50  , SEG: DT 43-15 /QUA: 34-15,30h,20
267,ENM0093,TECNOLOGIA MECANICA 2,,GUILHERME CARIBE DE CARVALHO,Segunda-feira 10:00 às 11:50Quarta-feira 14:00 às 15:50  , SEG: DT 43-15 /QUA: DT 16-15,60h,21
268,ENM0097,TOPICOS ESPECIAIS EM MECANICA APLICADA,,JORGE LUIZ DE ALMEIDA FERREIRA,Segunda-feira 08:00 às 11:50  , a definir,60h,15
269,ENM0106,MAQUINAS DE ELEVACAO E TRANSPORTE,,THIAGO DE CARVALHO RODRIGUES DOCA,Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50  , SG9 - A1 49-18,60h,40
270,ENM0109,VIBRACOES 1,,ALINE SOUZA DE PAULA,Terça-feira 10:00 às 11:50Quarta-feira 16:00 às 17:50Quinta-feira 10:00 às 11:50  , ULEG - SALA DE METODOLOGIA ATIVA,30h,20
271,ENM0109,VIBRACOES 1,,MARCELA RODRIGUES MACHADO,Terça-feira 10:00 às 11:50Quarta-feira 16:00 às 17:50Quinta-feira 10:00 às 11:50  , ULEG - SALA DE METODOLOGIA ATIVA,30h,20
272,ENM0109,VIBRACOES 1,,ALINE SOUZA DE PAULA,Terça-feira 10:00 às 11:50Quarta-feira 14:00 às 15:50Quinta-feira 10:00 às 11:50  , ULEG - SALA DE METODOLOGIA ATIVA,30h,20
273,ENM0109,VIBRACOES 1,,MARCELA RODRIGUES MACHADO,Terça-feira 10:00 às 11:50Quarta-feira 14:00 às 15:50Quinta-feira 10:00 às 11:50  , ULEG - SALA DE METODOLOGIA ATIVA,30h,20
274,ENM0113,INTRODUCAO A MECANICA EXPERIMENTAL,,LUIS AUGUSTO CONTE MENDES VELOSO,Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50  , SG9 A1 49-18,60h,20
275,ENM0120,MECANICA 1,,EDGAR NOBUO MAMIYA,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , DT 43-15,60h,40
276,ENM0120,MECANICA 1,,LUCIVAL MALCHER,Quarta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50  , DT 52-15,60h,45
